rank,company,growth,revenue_range,employee_growth,year_founded,industry,city,state,profile_url
"1,216",The Bath Planet of Arkansas,359%,Locked,Locked,Locked,Construction,Hot Springs National Park,AR,https://www.inc.com/profile/the-bath-planet-of-arkansas
"1,217",Luminize,359%,Locked,Locked,Locked,"Advertising, Marketing & PR",spring valley,CA,https://www.inc.com/profile/luminize-marketing
"1,218",Threat Tec,358%,Locked,Locked,Locked,Government Services,Hampton,VA,https://www.inc.com/profile/threat-tec
"1,219",ShiftMed,358%,Locked,Locked,Locked,Software,McLean,VA,https://www.inc.com/profile/caresave-technologies
"1,220",Legendary Supply Chain,358%,Locked,Locked,Locked,Software,Hendersonville,TN,https://www.inc.com/profile/legendary-supply-chain
"1,221",HempWood,357%,Locked,Locked,Locked,Manufacturing,Murray,KY,https://www.inc.com/profile/hempwood
"1,222",Saltiel Law Group,357%,Locked,Locked,Locked,Legal,Miami,FL,https://www.inc.com/profile/saltiel-law-group
"1,223",Minneapolis Cider Company,357%,Locked,Locked,Locked,Food & Beverage,Minneapolis,MN,https://www.inc.com/profile/minneapolis-cider-company
"1,224",Fresh Content Society,357%,Locked,Locked,Locked,"Advertising, Marketing & PR",Northfield,IL,https://www.inc.com/profile/fresh-content-society
"1,225",YellowBird,357%,Locked,Locked,Locked,Human Resources,Phoenix,AZ,https://www.inc.com/profile/yellowbird-holdings
"1,226",Kentro,357%,Locked,Locked,Locked,Government Services,McLean,VA,https://www.inc.com/profile/kentro
"1,227",Ideatek Telcom,356%,Locked,Locked,Locked,Telecommunications,Buhler,KS,https://www.inc.com/profile/ideatek-telcom
"1,228",Awardco,356%,Locked,Locked,Locked,Software,LIndon,UT,https://www.inc.com/profile/awardco
"1,229",HireArt,356%,Locked,Locked,Locked,Human Resources,New York,NY,https://www.inc.com/profile/hireart
"1,230",ATN,356%,Locked,Locked,Locked,Logistics & Transportation,Jonesboro,AR,https://www.inc.com/profile/atn
"1,231",Bullins,355%,Locked,Locked,Locked,Logistics & Transportation,Chattanooga,TN,https://www.inc.com/profile/bullins
"1,232",SolutionPoint+,355%,Locked,Locked,Locked,Government Services,Cibolo,TX,https://www.inc.com/profile/solutionpoint
"1,233",Twice Sheared Sheep,355%,Locked,Locked,Locked,Retail,Pocatello,ID,https://www.inc.com/profile/twice-sheared-sheep
"1,236",CloudServus,354%,Locked,Locked,Locked,IT Services,Austin,TX,https://www.inc.com/profile/cloudservus
"1,237",SERVPRO Team Shaw,353%,Locked,Locked,Locked,Construction,Grapevine,TX,https://www.inc.com/profile/servpro-team-shaw
"1,238",Front Row,353%,Locked,Locked,Locked,"Advertising, Marketing & PR",New York,NY,https://www.inc.com/profile/Front-Row
"1,239",PJI Law,353%,Locked,Locked,Locked,Legal,Fairfax,VA,https://www.inc.com/profile/pji-law
"1,242",Superoofs,352%,Locked,Locked,Locked,Construction,Denver,CO,https://www.inc.com/profile/superoofs
"1,243",Kindred,352%,Locked,Locked,Locked,"Advertising, Marketing & PR",Westfield,NJ,https://www.inc.com/profile/kindred
"1,244",AMP AERO SERVICES,351%,Locked,Locked,Locked,Business Products & Services,MIAMI,FL,https://www.inc.com/profile/amp-aero-services
"1,245",HotelPlanner,351%,Locked,Locked,Locked,Travel & Hospitality,West Palm Beach,FL,https://www.inc.com/profile/hotelplannercom
"1,246",Thoropass,351%,Locked,Locked,Locked,Business Products & Services,New York,NY,https://www.inc.com/profile/thoropass
"1,247",GCI Worldwide Corporation,350%,Locked,Locked,Locked,Business Products & Services,Fort Lauderdale,FL,https://www.inc.com/profile/gci-worldwide-oration
"1,248",Gamefam,350%,Locked,Locked,Locked,"Media, Arts & Entertainment",Los Angeles,CA,https://www.inc.com/profile/gamefam
"1,249",Ingage,350%,Locked,Locked,Locked,Business Products & Services,Yardley,PA,https://www.inc.com/profile/ingage
"1,250",Cooperate Marketing,349%,Locked,Locked,Locked,"Advertising, Marketing & PR",Chicago,IL,https://www.inc.com/profile/cooperate-marketing
"1,251",ZonPrep,349%,Locked,Locked,Locked,Logistics & Transportation,McDonough,GA,https://www.inc.com/profile/zonprep
"1,252",CanMonkey,349%,Locked,Locked,Locked,Consumer Services,Tempe,AZ,https://www.inc.com/profile/canmonkey
"1,253",LaunchDarkly,349%,Locked,Locked,Locked,Software,Oakland,CA,https://www.inc.com/profile/launchdarkly
"1,254",Team Clean,349%,Locked,Locked,Locked,Business Products & Services,Bloomington,MN,https://www.inc.com/profile/team-clean
"1,255",Zimworx,348%,Locked,Locked,Locked,Human Resources,Argyle,TX,https://www.inc.com/profile/zimworx
"1,256",Aquera,348%,Locked,Locked,Locked,Software,Seattle,WA,https://www.inc.com/profile/aquera
"1,257",Keystone Sports Construction,348%,Locked,Locked,Locked,Construction,Phoenixville,PA,https://www.inc.com/profile/keystone-sports-construction
"1,259",PayHOA,348%,Locked,Locked,Locked,Software,Lexington,KY,https://www.inc.com/profile/payhoa
"1,260",2020 Builders,348%,Locked,Locked,Locked,Construction,Alexander,NC,https://www.inc.com/profile/2020-builders
"1,261",BlackCloak,348%,Locked,Locked,Locked,Security,Lake Mary,FL,https://www.inc.com/profile/blackcloak
"1,262",Kosterina,348%,Locked,Locked,Locked,Food & Beverage,Manhasset,NY,https://www.inc.com/profile/kosterina
"1,263",Crepes a Latte,347%,Locked,Locked,Locked,Travel & Hospitality,Vernon Hills,IL,https://www.inc.com/profile/crepes-a-latte
"1,264",Phoenix Media Group,347%,Locked,Locked,Locked,"Advertising, Marketing & PR",New York,NY,https://www.inc.com/profile/phoenix-media-group
"1,265",Collectiv,346%,Locked,Locked,Locked,Business Products & Services,Chicago,IL,https://www.inc.com/profile/collectiv
"1,267",Upwards,346%,Locked,Locked,Locked,Software,Los Angeles,CA,https://www.inc.com/profile/Upwards
"1,268",Platinum Contracting of Nevada,346%,Locked,Locked,Locked,Construction,Henderson,NV,https://www.inc.com/profile/platinum-contracting-of-nevada
"1,269",The Thumbs Up Guys,345%,Locked,Locked,Locked,Legal,North Charleston,SC,https://www.inc.com/profile/the-thumbs-up-guys
"1,270",LiveShopper,345%,Locked,Locked,Locked,Software,Findlay,OH,https://www.inc.com/profile/liveshopper-sassie
"1,271",The [RE]DESIGN Group,345%,Locked,Locked,Locked,IT Services,El Segundo,CA,https://www.inc.com/profile/the-redesign-group
"1,272",RBO Technology,344%,Locked,Locked,Locked,Security,Belton,TX,https://www.inc.com/profile/rbo-technology
"1,273",PayBright,344%,Locked,Locked,Locked,Business Products & Services,Raleigh,NC,https://www.inc.com/profile/PayBright
"1,274",Clark Services Group,344%,Locked,Locked,Locked,Business Products & Services,Haddonfield,NJ,https://www.inc.com/profile/clark-services-group
"1,275",Open Water,344%,Locked,Locked,Locked,Food & Beverage,Chicago,IL,https://www.inc.com/profile/open-water
"1,276",Waylens,344%,Locked,Locked,Locked,Software,Waltham,MA,https://www.inc.com/profile/waylens
"1,277",Savi,343%,Locked,Locked,Locked,Software,Farmington,UT,https://www.inc.com/profile/savi
"1,278",Fluency,343%,Locked,Locked,Locked,Software,Burlington,VT,https://www.inc.com/profile/fluency
"1,279",Propellic,343%,Locked,Locked,Locked,"Advertising, Marketing & PR",Austin,TX,https://www.inc.com/profile/propellic
"1,280",LinkSquares,343%,Locked,Locked,Locked,Software,Boston,MA,https://www.inc.com/profile/linksquares
"1,283",BeautyMatter,342%,Locked,Locked,Locked,"Media, Arts & Entertainment",New York,NY,https://www.inc.com/profile/beautymatter
"1,285",InTandem,341%,Locked,Locked,Locked,Business Products & Services,Charlotte,NC,https://www.inc.com/profile/intandem
"1,286",Aiden & Oak,341%,Locked,Locked,Locked,Retail,Staples,MN,https://www.inc.com/profile/aiden--oak
"1,287",First Class Commercial Cleaning,340%,Locked,Locked,Locked,Environmental Services,Louisville,KY,https://www.inc.com/profile/first-class-commercial-cleaning
"1,288",Anavate Partners,340%,Locked,Locked,Locked,IT Services,Scottsdale,AZ,https://www.inc.com/profile/anavate-partners
"1,289",Nomadz,340%,Locked,Locked,Locked,"Advertising, Marketing & PR",Pittsburgh,PA,https://www.inc.com/profile/nomadz
"1,290",Virtuous Software,339%,Locked,Locked,Locked,Software,Phoenix,AZ,https://www.inc.com/profile/virtuous-software
"1,291",Energy Advantage Roofing and Solar,339%,Locked,Locked,Locked,Construction,Denver,CO,https://www.inc.com/profile/energy-advantage
"1,292",Sloomoo Institute,339%,Locked,Locked,Locked,Consumer Services,New York,NY,https://www.inc.com/profile/sloomoo-institute
"1,293",Orion Network Solutions,339%,Locked,Locked,Locked,IT Services,Reston,VA,https://www.inc.com/profile/orion-network-solutions
"1,294",SSE Steel Fabrication,339%,Locked,Locked,Locked,Construction,Saint Bernard,LA,https://www.inc.com/profile/southern-services-equipment
"1,295",Shelby Construction,339%,Locked,Locked,Locked,Construction,Clearwater,FL,https://www.inc.com/profile/shelby-construction
"1,296","Galaxy Heating & Air Conditioning, Solar, Electrical",338%,Locked,Locked,Locked,Construction,Pleasant Hill,CA,https://www.inc.com/profile/galaxy-heating--air-conditioning-solar-electrical
"1,297",NurseHub,338%,Locked,Locked,Locked,Education,Boston,MA,https://www.inc.com/profile/nursehub
"1,298",Clarity RCM,338%,Locked,Locked,Locked,Business Products & Services,San Francisco,CA,https://www.inc.com/profile/clarity-rcm
"1,300",CardVault by Tom Brady,338%,Locked,Locked,Locked,Retail,Boston,MA,https://www.inc.com/profile/cardvault-by-tom-brady
"1,302",Dealer Alchemist,337%,Locked,Locked,Locked,"Advertising, Marketing & PR",Lone Tree,CO,https://www.inc.com/profile/dealer-alchemist
"1,303",Expo Convention Contractors,337%,Locked,Locked,Locked,Construction,Miami,FL,https://www.inc.com/profile/expo-convention-contractors
"1,304",Inkling,337%,Locked,Locked,Locked,"Advertising, Marketing & PR",Brooklyn,NY,https://www.inc.com/profile/inkling
"1,305",Heart Mind Institute,336%,Locked,Locked,Locked,Education,Hatfield,MA,https://www.inc.com/profile/heart-mind-institute
"1,306",Varghese Summersett,335%,Locked,Locked,Locked,Legal,Fort Worth,TX,https://www.inc.com/profile/varghese-summersett-pllc
"1,307",Nüvitek,335%,Locked,Locked,Locked,Government Services,Arlington,VA,https://www.inc.com/profile/nuvitek
"1,308",Poli Construction,335%,Locked,Locked,Locked,Construction,Orlando,FL,https://www.inc.com/profile/poli-construction
"1,309",Amber Green,335%,Locked,Locked,Locked,Food & Beverage,Houston,TX,https://www.inc.com/profile/amber-green
"1,310",WithMe,334%,Locked,Locked,Locked,Consumer Products,Chicago,IL,https://www.inc.com/profile/withme
"1,311",Tekgence,334%,Locked,Locked,Locked,Human Resources,Irving,TX,https://www.inc.com/profile/tekgence
"1,312",Wright Landscaping,334%,Locked,Locked,Locked,Construction,Herriman,UT,https://www.inc.com/profile/wright-landscaping
"1,313",Magnum Ballistics,334%,Locked,Locked,Locked,Retail,Mt Pleasant,MI,https://www.inc.com/profile/magnum-ballistics
"1,314",Inspect Point,334%,Locked,Locked,Locked,Software,Troy,NY,https://www.inc.com/profile/inspect-point
"1,315",SmartMoving Software,334%,Locked,Locked,Locked,Software,Dallas,TX,https://www.inc.com/profile/smartmoving-software
"1,316",Righteous Felon,333%,Locked,Locked,Locked,Food & Beverage,Exton,PA,https://www.inc.com/profile/righteous-felon
"1,317",Aspen HR,333%,Locked,Locked,Locked,Human Resources,Clearwater,FL,https://www.inc.com/profile/aspenhr
"1,318",Wilson Kester,333%,Locked,Locked,Locked,Legal,Traverse City,MI,https://www.inc.com/profile/wilson-kester
"1,319",RUD Fleet Corporation,333%,Locked,Locked,Locked,Logistics & Transportation,High Point,NC,https://www.inc.com/profile/rud-fleet
"1,320",VRIZE Inc,333%,Locked,Locked,Locked,IT Services,Tampa,FL,https://www.inc.com/profile/vrize
"1,321",Luxury Cruise Connections,333%,Locked,Locked,Locked,Travel & Hospitality,North Miami Gardens,FL,https://www.inc.com/profile/luxury-cruise-connections
"1,322",Mullins Mechanical,332%,Locked,Locked,Locked,Construction,Carrollton,GA,https://www.inc.com/profile/mullins-mechanical
"1,324",Avaline,331%,Locked,Locked,Locked,Food & Beverage,Covina,CA,https://www.inc.com/profile/avaline
"1,325",iVueit,331%,Locked,Locked,Locked,Business Products & Services,Westerville,OH,https://www.inc.com/profile/ivueit
"1,326",Just Events! Group/dba Just Marry!/dba Just Right! Destination Management,331%,Locked,Locked,Locked,Travel & Hospitality,Las Vegas,NV,https://www.inc.com/profile/just-events-groupdba-just-marrydba-just-right-destination-management
"1,327",DeliveryCircle,331%,Locked,Locked,Locked,Logistics & Transportation,The Woodlands,TX,https://www.inc.com/profile/deliverycircle
"1,328","Cinch I.T. of Newton, Woburn, Framingham",331%,Locked,Locked,Locked,IT Services,Marlboro,MA,https://www.inc.com/profile/cinch-it
"1,330",Mass Virtual,330%,Locked,Locked,Locked,Software,Orlando,FL,https://www.inc.com/profile/mass-virtual
"1,331",TaskSuite,330%,Locked,Locked,Locked,Software,Austin,TX,https://www.inc.com/profile/tasksuite
"1,332",Rust Buster,329%,Locked,Locked,Locked,Manufacturing,North Lima,OH,https://www.inc.com/profile/rust-buster
"1,333",Neato,329%,Locked,Locked,Locked,Retail,Las Vegas,NV,https://www.inc.com/profile/neato
"1,334",Katalon,329%,Locked,Locked,Locked,Software,Atlanta,GA,https://www.inc.com/profile/katalon
"1,335",RevHD,329%,Locked,Locked,Locked,Manufacturing,Franklin,TN,https://www.inc.com/profile/revhd
"1,336",Midwest Restoration,328%,Locked,Locked,Locked,Construction,KAUKAUNA,WI,https://www.inc.com/profile/midwest-restoration
"1,338",MedPower,328%,Locked,Locked,Locked,Education,Garden City,NY,https://www.inc.com/profile/medpower
"1,339",Captello,327%,Locked,Locked,Locked,Software,Dallas,TX,https://www.inc.com/profile/captello
"1,340",Gymreapers,326%,Locked,Locked,Locked,Retail,Nampa,ID,https://www.inc.com/profile/gymreapers
"1,341",JP Sports + Entertainment,326%,Locked,Locked,Locked,"Advertising, Marketing & PR",North Palm Beach,FL,https://www.inc.com/profile/jp-sports--entertainment
"1,342",Aletheia Marketing & Media,326%,Locked,Locked,Locked,"Advertising, Marketing & PR",Dallas,TX,https://www.inc.com/profile/aletheia-marketing--media
"1,343",CustomerInsights.AI,326%,Locked,Locked,Locked,Artificial Intelligence & Data,Scottsdale,AZ,https://www.inc.com/profile/customerinsightsai
"1,344",Intelligent Technical Solutions,326%,Locked,Locked,Locked,IT Services,Las Vegas,NV,https://www.inc.com/profile/intelligent-technical-solutions
"1,346",Plant This Outdoor Services,325%,Locked,Locked,Locked,Consumer Services,Sanford,FL,https://www.inc.com/profile/plant-this-outdoor-services
"1,347",INNOVATIVE TECHNOLOGY SOLUTIONS 3,325%,Locked,Locked,Locked,Business Products & Services,Boca Raton,FL,https://www.inc.com/profile/innovative-technology-solutions-3
"1,348",OneAxiom,324%,Locked,Locked,Locked,IT Services,Naples,FL,https://www.inc.com/profile/elk-analytics
"1,349",Apotheca Cannabis Dispensaries,324%,Locked,Locked,Locked,Retail,Cornelius,NC,https://www.inc.com/profile/apotheca-cannabis-dispensaries
"1,350",Root16 Technology Consulting,324%,Locked,Locked,Locked,IT Services,Chicago,IL,https://www.inc.com/profile/root16-technology-consulting
"1,351",Deako,324%,Locked,Locked,Locked,Consumer Products,seattle,WA,https://www.inc.com/profile/deako
"1,352",Conext,324%,Locked,Locked,Locked,Education,Nashville,TN,https://www.inc.com/profile/conext
"1,353",Tactacam,324%,Locked,Locked,Locked,Consumer Products,Decorah,IA,https://www.inc.com/profile/tactacam
"1,354",Ridge IT Cyber,323%,Locked,Locked,Locked,Security,Tampa,FL,https://www.inc.com/profile/ridge-it-cyber
"1,355",AuctusIQ,323%,Locked,Locked,Locked,Software,Lincoln,NE,https://www.inc.com/profile/auctusiq
"1,356",Fleming Technical Resources,323%,Locked,Locked,Locked,Business Products & Services,Waukee,IA,https://www.inc.com/profile/fleming-technical-resources
"1,357",The Sociable Society,323%,Locked,Locked,Locked,"Advertising, Marketing & PR",Calabasas,CA,https://www.inc.com/profile/the-sociable-society
"1,358",Experience Fresh,323%,Locked,Locked,Locked,"Advertising, Marketing & PR",Saint Louis,MO,https://www.inc.com/profile/fresh-marketing
"1,359",Zapps Wholesale,323%,Locked,Locked,Locked,Retail,Shelby,NC,https://www.inc.com/profile/zapps-marketplace
"1,360",David W. Martin Law Group,322%,Locked,Locked,Locked,Legal,Rock Hill,SC,https://www.inc.com/profile/david-w-martin-law-group
"1,361",Array,322%,Locked,Locked,Locked,Business Products & Services,Georgetown,TX,https://www.inc.com/profile/array
"1,362",PURE Property Management,322%,Locked,Locked,Locked,Real Estate,Los Gatos,CA,https://www.inc.com/profile/pure-property-management
"1,363",Princeton10,322%,Locked,Locked,Locked,"Advertising, Marketing & PR",Montclair,NJ,https://www.inc.com/profile/preton10
"1,365",Apollo GraphQL,320%,Locked,Locked,Locked,Software,San Francisco,CA,https://www.inc.com/profile/apollo-graphql
"1,366",Senga Energy,320%,Locked,Locked,Locked,Manufacturing,El Dorado Hills,CA,https://www.inc.com/profile/senga-energy
"1,368",Kahana Feld LLP,320%,Locked,Locked,Locked,Legal,Irvine,CA,https://www.inc.com/profile/kahana--feld-llp
"1,369",Level Agency,319%,Locked,Locked,Locked,"Advertising, Marketing & PR",Pittsburgh,PA,https://www.inc.com/profile/level-interactive
"1,370",Matyx,318%,Locked,Locked,Locked,"Advertising, Marketing & PR",Weatherford,OK,https://www.inc.com/profile/matyx
"1,371",HCM Unlocked,318%,Locked,Locked,Locked,Software,Miami,FL,https://www.inc.com/profile/hcm-unlocked
"1,372",Porte + Hall,318%,Locked,Locked,Locked,Consumer Products,Bronxville,NY,https://www.inc.com/profile/porte--hall
"1,375",HERS Advisors,317%,Locked,Locked,Locked,Human Resources,Long Beach,CA,https://www.inc.com/profile/hers-advisors
"1,378",Diligent Pharma,317%,Locked,Locked,Locked,Business Products & Services,Princeton,NJ,https://www.inc.com/profile/diligent-pharma
"1,379",Interplay Learning,316%,Locked,Locked,Locked,Software,Austin,TX,https://www.inc.com/profile/interplay-learning
